streetAddress,addressLoc,addressReg,postalCode,latitute,longitude,price,beds,baths,sqft
7 Armand Shore Dr,Houston,TX,77058,29.563242,-95.0748,$459900,3bd,5ba,3092 sqft
6445 Creekbend Dr #145,Houston,TX,77096,29.664143,-95.50263,$129900,4bd,3ba,1725 sqft
4415 Belle Hollow Dr,Houston,TX,77084,29.838861,-95.637245,$145900,3bd,3ba,2213 sqft
4430 Knotty Oaks Trl,Houston,TX,77045,29.633047,-95.44572,$155000,5bd,3ba,1509 sqft
16506 Willingham Way,Houston,TX,77095,29.901419,-95.660034,$234900,4bd,2ba,2204 sqft
13203 Holston Hills Dr,Houston,TX,77069,29.981203,-95.517426,$320000,3bd,4ba,3240 sqft
2211 Austin St,Houston,TX,77002,29.745398,-95.36851,$347000,2bd,3ba,2318 sqft
13818 Eden Manor Ln,Houston,TX,77044,29.92181,-95.163345,$278000,4bd,3ba,2830 sqft
12127 Normont Dr,Houston,TX,77070,29.98568,-95.60533,$274990,4bd,4ba,2812 sqft
4938 Valkeith Dr,Houston,TX,77096,29.675655,-95.4628,$279000,3bd,3ba,2472 sqft
2206 Stonecrest Dr,Houston,TX,77018,29.815374,-95.439095,$285000,3bd,1ba,1026 sqft
9302 Sharpcrest St,Houston,TX,77036,29.696577,-95.54769,$235000,3bd,2ba,1780 sqft
1323 Foxwood Rd,Houston,TX,77008,29.794306,-95.43499,$587000,3bd,2ba,1907 sqft
11913 Wedemeyer Way,Houston,TX,77082,29.7316,-95.5881,$500000,3bd,3ba,2109 sqft
8902 Enchanted Forest Dr,Houston,TX,77088,29.895447,-95.47578,$176500,3bd,4ba,1883 sqft
3203 Mission Grove Dr,Houston,TX,77068,30.007393,-95.48485,$290000,5bd,4ba,3633 sqft
13035 Wirevine Ln,Houston,TX,77072,29.698526,-95.61095,$139900,3bd,3ba,1401 sqft
4820 Caroline St #506,Houston,TX,77004,29.729485,-95.383286,$374900,1bd,2ba,1104 sqft
1334 Rosalie St,Houston,TX,77004,29.740152,-95.37345,$329000,2bd,2ba,1944 sqft
1708 River Oaks Blvd,Houston,TX,77019,29.750416,-95.42703,$9750000,5bd,9ba,15003 sqft
6902 N Main St,Houston,TX,77009,29.813284,-95.39111,$3289923,3bd,2ba,1256 sqft
2507 Almenar Cir,Houston,TX,77038,29.899155,-95.44741,$133000,3bd,3ba,2595 sqft
1530 Nevada St,Houston,TX,77006,29.750713,-95.39995,$489000,3bd,4ba,2029 sqft
416 W 28th St,Houston,TX,77008,29.811888,-95.40425,$389990,5bd,4ba,3950 sqft
12815 Deer Cove Ln,Houston,TX,77041,29.861698,-95.60111,$250000,4bd,6ba,5104 sqft
5410 Theall Rd,Houston,TX,77066,29.97469,-95.504326,$319900,2bd,2ba,1140 sqft
13923 Aldaco Dr,Houston,TX,77045,29.624,-95.4555,$219450,4bd,4ba,2649 sqft
14622 Bramblewood Dr,Houston,TX,77079,29.763311,-95.60775,$599900,2bd,1ba,1093 sqft
408 W 30th St,Houston,TX,77018,29.814169,-95.40432,$449000,2bd,1ba,1015 sqft
2601 Bellefontaine St #B312,Houston,TX,77025,29.70278,-95.419205,$108800,4bd,4ba,3830 sqft
9006 Lupton Ct,Houston,TX,77055,29.793112,-95.51266,$599900,6bd,4ba,4304 sqft
4620 Wiley Rd,Houston,TX,77093,29.85915,-95.32353,$39500,2bd,1ba,630 sqft
5510 Calm Ct,Houston,TX,77084,29.854698,-95.68434,$197300,3bd,3ba,828 sqft
2121 Fountain View Dr #50D,Houston,TX,77057,29.744905,-95.48468,$92000,2bd,1ba,1620 sqft
4805 S Acres Dr,Houston,TX,77048,29.643126,-95.35425,$440000,4bd,2ba,764 sqft
1046 Eastlake St,Houston,TX,77034,29.642605,-95.23788,$142500,4bd,1ba,1186 sqft
5454 N Crooked Creek Dr,Houston,TX,77017,29.675053,-95.24106,$88000,3bd,1ba,1036 sqft
13406 Sundowner Dr,Houston,TX,77041,29.848839,-95.61192,$650000,4bd,5ba,4893 sqft
14623 Roaring Fork Ln,Houston,TX,77095,29.897863,-95.62321,$174500,3bd,3ba,1826 sqft
4 Farish Cir,Houston,TX,77024,29.77076,-95.46635,$6695000,3bd,3ba,1542 sqft
17219 Brookhollow Court Dr,Houston,TX,77084,29.852247,-95.66604,$169900,2bd,2ba,1195 sqft
5107 Groveton St,Houston,TX,77033,29.64811,-95.34821,$17500,3bd,3ba,2040 sqft
9700 Leawood Blvd #906,Houston,TX,77099,29.673733,-95.5775,$75000,2bd,1ba,816 sqft
6334 Whitton Dr,Houston,TX,77085,29.612207,-95.479576,$72500,4bd,2ba,1842 sqft
2203 Semmes St,Houston,TX,77026,29.782013,-95.348274,$420000,3bd,4ba,2433 sqft
5202 Poinciana Dr,Houston,TX,77092,29.825594,-95.46723,$275000,4bd,3ba,2265 sqft
5001 Kenilwood Dr,Houston,TX,77033,29.67379,-95.34739,$85000,3bd,2ba,1345 sqft
18043 Rolling Creek Dr,Houston,TX,77090,30.028936,-95.46478,$74995,1bd,1ba,822 sqft
1204 W 16th St #A,Houston,TX,77008,29.799517,-95.4202,$492500,4bd,4ba,3051 sqft
12410 Sarti St,Houston,TX,77066,29.978964,-95.494736,$208900,2bd,3ba,2553 sqft
8609 Spaulding St,Houston,TX,77016,29.838709,-95.30445,$179500,3bd,2ba,1611 sqft
5210 Weslayan St #B303,Houston,TX,77005,29.725702,-95.44224,$150000,3bd,2ba,1588 sqft
17403 Lonesome Dove Trl,Houston,TX,77095,29.933815,-95.67804,$329900,3bd,3ba,2114 sqft
404 W Saulnier St,Houston,TX,77019,29.757109,-95.38669,$449000,3bd,3ba,1923 sqft
903 Loper St,Houston,TX,77017,29.69524,-95.24576,$130000,3bd,4ba,2873 sqft
8738 Banzer St,Houston,TX,77055,29.797901,-95.50493,$585000,4bd,3ba,2612 sqft
15423 Crawford Crest Ln,Houston,TX,77053,29.60357,-95.4396,$199900,3bd,2ba,1499 sqft
5922 Kansas St #A,Houston,TX,77007,29.782154,-95.42977,$329900,3bd,2ba,1644 sqft
5615 Rose St,Houston,TX,77007,29.768742,-95.4189,$659000,4bd,4ba,3327 sqft
4415 Hickory Downs Dr,Houston,TX,77084,29.838223,-95.64105,$135000,3bd,2ba,1632 sqft
1919 Driscoll St,Houston,TX,77019,29.748308,-95.4062,$849000,4bd,4ba,3251 sqft
5414 Cairnleigh Dr,Houston,TX,77084,29.856808,-95.65458,$165000,4bd,3ba,1882 sqft
3231 Allen Pkwy #3102,Houston,TX,77019,29.760153,-95.39988,$220000,2bd,2ba,1006 sqft
2015 Creston Dr,Houston,TX,77026,29.81916,-95.349106,$45000,4bd,2ba,1701 sqft
5607 W 43rd St,Houston,TX,77092,29.83268,-95.47482,$229000,3bd,2ba,1408 sqft
9622 Triola Ln,Houston,TX,77036,29.698586,-95.55207,$162834,4bd,6ba,4457 sqft
3743 Childress St,Houston,TX,77005,29.727192,-95.43596,$1949000,4bd,2ba,2102 sqft
16646 Millridge Ln,Houston,TX,77095,29.898338,-95.66633,$220000,2bd,2ba,1392 sqft
1744 W 25th St,Houston,TX,77008,29.808523,-95.430374,$302000,2bd,1ba,1036 sqft
2406 Freeman St,Houston,TX,77009,29.782589,-95.36351,$249900,2bd,2ba,1240 sqft
1618 W Webster St,Houston,TX,77019,29.752121,-95.38366,$289900,3bd,3ba,2142 sqft
1911 Oakdale St,Houston,TX,77004,29.723162,-95.37974,$420000,3bd,2ba,2046 sqft
10019 Del Monte Dr,Houston,TX,77042,29.74465,-95.549675,$525000,4bd,3ba,2239 sqft
13907 Aldaco Dr,Houston,TX,77045,29.624,-95.4555,$219450,4bd,3ba,3294 sqft
19 Thornhill Oaks Dr,Houston,TX,77015,29.799278,-95.2001,$359900,5bd,7ba,4946 sqft
10802 Oak Hollow St,Houston,TX,77024,29.7803,-95.50219,$1349000,1bd,1ba,748 sqft
12633 Memorial Dr #26,Houston,TX,77024,29.764727,-95.55661,$145000,4bd,5ba,10900 sqft
778 Pickering St,Houston,TX,77091,29.857782,-95.41667,$40000,3bd,3ba,5233 sqft
5521 Fairdale Ln,Houston,TX,77056,29.73277,-95.47527,$2175000,3bd,4ba,2237 sqft
3826 Linklea Dr,Houston,TX,77025,29.686981,-95.43857,$338712,2bd,2ba,2781 sqft
6 Alabama Ct,Houston,TX,77027,29.736893,-95.434364,$889500,6bd,8ba,918 sqft
9011 Gaylord Dr #46,Houston,TX,77024,29.782402,-95.51026,$142900,2bd,2ba,4874 sqft
838 Nicholson St,Houston,TX,77007,29.786453,-95.40517,$1425000,1bd,1ba,1194 sqft
7851 Green Lawn Dr #7851,Houston,TX,77088,29.879053,-95.479515,$69900,3bd,2ba,798 sqft
1915 Augusta Dr #43,Houston,TX,77057,29.745977,-95.481865,$132000,3bd,2ba,1258 sqft
5938 Theall Rd,Houston,TX,77066,29.971004,-95.51425,$207900,3bd,4ba,2192 sqft
1205 Armstead St,Houston,TX,77009,29.80196,-95.37954,$412225,2bd,3ba,1835 sqft
10730 Beckfield Dr,Houston,TX,77099,29.662361,-95.600174,$167000,4bd,3ba,2448 sqft
16214 Sandy Path Ln,Houston,TX,77084,29.865067,-95.65338,$150000,3bd,3ba,1700 sqft
12306 Forstall Dr,Houston,TX,77014,29.968088,-95.46276,$164900,4bd,2ba,1599 sqft
6217 Ludington Dr #20-915,Houston,TX,77035,29.649221,-95.49932,$79500,2bd,2ba,1232 sqft
6426 New York St,Houston,TX,77021,29.693892,-95.350266,$215000,4bd,3ba,2936 sqft
14510 Vista Reach Ln,Houston,TX,77069,29.991707,-95.50993,$291406,3bd,4ba,2563 sqft
10906 Fawnview Dr,Houston,TX,77070,29.974947,-95.5844,$224000,4bd,3ba,2954 sqft
10822 Fawnview Dr,Houston,TX,77070,29.974947,-95.58355,$179900,4bd,4ba,2944 sqft
The Da Vinci (5106) Plan in Waters Edge on Lake Houston - The Harbor,Houston,TX,77044,29.96549,-95.16533,$396990+,4bd,1ba,3793 sqft
7205 Price St,Houston,TX,77088,29.865519,-95.43441,$99999,3bd,2ba,1154 sqft
916 Chapman St,Houston,TX,77002,29.769022,-95.35256,$590000,2bd,3ba,1308 sqft
12811 Mystic Water Ln,Houston,TX,77044,29.867006,-95.20341,$189000,4bd,4ba,2144 sqft
7709 Caddo Rd,Houston,TX,77016,29.857607,-95.28903,$159000,5bd,3ba,2288 sqft
The Sanctuary (2518) Plan in Shadowdale Terrace,Houston,TX,77043,29.83003,-95.551,$367990+,4bd,4ba,2518 sqft
2531 Blossom Bay Ct,Houston,TX,77059,29.588133,-95.12012,$639000,4bd,3ba,4056 sqft
8222 Schaffer Ln,Houston,TX,77070,29.97184,-95.55927,$217900,4bd,2ba,2440 sqft
8055 Cambridge St #73,Houston,TX,77054,29.689568,-95.392845,$119500,2bd,4ba,888 sqft
7607 Bankside Dr,Houston,TX,77071,29.663242,-95.51025,$195800,3bd,6ba,3691 sqft
3402 Banbury Pl,Houston,TX,77027,29.73468,-95.4518,$2454000,4bd,3ba,5472 sqft
2727 Kirby Dr #20D,Houston,TX,77098,29.741072,-95.41812,$1299000,2bd,2ba,1815 sqft
Cullman II Plan in Bayou Oaks at West Orem - 45' Homesites,Houston,TX,77045,29.624681,-95.41518,$227990+,4bd,2ba,1787 sqft
11327 Sagewood Dr,Houston,TX,77089,29.601961,-95.20578,$159990,4bd,3ba,2753 sqft
11229 Briar Forest Dr,Houston,TX,77042,29.747654,-95.57538,$130000,2bd,3ba,1370 sqft
11620 Village Place Dr #329,Houston,TX,77077,29.739515,-95.58351,$177900,2bd,3ba,1647 sqft
14415 Chartley Falls Dr,Houston,TX,77044,29.928318,-95.18514,$259900,4bd,4ba,2992 sqft
2303 Crawford St,Houston,TX,77004,29.743866,-95.36738,$389000,3bd,3ba,2328 sqft
The Aspen X (7090) Plan in Waters Edge on Lake Houston - The Harbor,Houston,TX,77044,29.96549,-95.16533,$356990+,4bd,2ba,3233 sqft
7200 Clarewood Dr #702,Houston,TX,77036,29.709976,-95.51157,$69500,2bd,5ba,938 sqft
14422 Daly Dr,Houston,TX,77077,29.765661,-95.63998,$739000,5bd,4ba,4437 sqft
Plan 2838 in Bridges on Lake Houston,Houston,TX,77044,29.9786,-95.1538,$300990+,4bd,6ba,2828 sqft
2931 Sackett St,Houston,TX,77098,29.739044,-95.42248,$699000,3bd,3ba,2712 sqft
705 Main St #320,Houston,TX,77002,29.758713,-95.36287,$329900,2bd,2ba,1497 sqft
4111 Eigel St,Houston,TX,77007,29.774723,-95.402756,$395000,3bd,4ba,2230 sqft
6503 Northleaf Dr,Houston,TX,77086,29.93445,-95.48169,$168999,3bd,2ba,1709 sqft
2865 Westhollow Dr #32,Houston,TX,77082,29.729761,-95.634415,$225000,3bd,3ba,2311 sqft
2208 Cortlandt St,Houston,TX,77008,29.806347,-95.39528,$569000,3bd,2ba,1518 sqft
705 Main St #212,Houston,TX,77002,29.758713,-95.36287,$377775,2bd,1ba,1725 sqft
3245 Essie Rd,Houston,TX,77086,29.912476,-95.47197,$84900,2bd,1ba,1134 sqft
13039 Skymeadow Dr,Houston,TX,77082,29.726643,-95.61865,$210000,3bd,3ba,2041 sqft
1735 McIlhenny St,Houston,TX,77004,29.7427,-95.36651,$315000,3bd,6ba,7399 sqft
302 Gable Lodge Ct,Houston,TX,77024,29.772577,-95.4599,$2250000,4bd,3ba,2543 sqft
15534 Weldon Dr,Houston,TX,77032,29.945269,-95.360435,$108000,2bd,2ba,1476 sqft
16800 Sugar Pine Dr #E34,Houston,TX,77090,30.00541,-95.45579,$100000,4bd,3ba,2558 sqft
16342 Locke Haven Dr,Houston,TX,77059,29.589046,-95.10795,$295000,1bd,1ba,1530 sqft
2800 Jeanetta St #1001,Houston,TX,77063,29.73377,-95.52749,$79900,2bd,3ba,1890 sqft
5326 Avenue J,Houston,TX,77011,29.748325,-95.3199,$235000,3bd,2ba,3871 sqft
7575 Kirby Dr #1101,Houston,TX,77030,29.698805,-95.41774,$220000,2bd,2ba,1208 sqft
8511 Bridgefoot Ln,Houston,TX,77064,29.905731,-95.51735,$145000,3bd,2ba,1488 sqft
1706 Pine Village Dr,Houston,TX,77080,29.801504,-95.53273,$849000,3bd,4ba,4478 sqft
8524 Ariel St #36,Houston,TX,77074,29.683445,-95.52679,$125000,3bd,3ba,1764 sqft
4826 Rockwood Dr,Houston,TX,77004,29.71363,-95.34773,$389000,3bd,2ba,1755 sqft
10978 Fairland Dr,Houston,TX,77051,29.637007,-95.37812,$139900,3bd,2ba,1216 sqft
6685 Bayou Glen Rd #6685,Houston,TX,77057,29.760748,-95.49786,$149999,1bd,1ba,784 sqft
2619 Stevens St,Houston,TX,77026,29.786352,-95.3443,$45000,4bd,4ba,2208 sqft
631 Mazal Ln,Houston,TX,77009,29.8106,-95.3547,$425000,3bd,4ba,2163 sqft
7265 Scott St,Houston,TX,77021,29.68386,-95.3645,$1500000,1bd,2ba,572 sqft
2310 Detering St,Houston,TX,77007,29.780312,-95.41576,$175000,5bd,2ba,3415 sqft
14302 Cindywood Dr,Houston,TX,77079,29.76709,-95.59702,$1050000,2bd,4ba,1870 sqft
4950 Woodway Dr #602,Houston,TX,77056,29.762737,-95.463005,$379999,3bd,4ba,1827 sqft
5723 Kuldell Dr,Houston,TX,77096,29.68083,-95.48976,$370000,4bd,4ba,3359 sqft
6902 Avenue U,Houston,TX,77011,29.749523,-95.29863,$65000,3bd,4ba,3533 sqft
14511 Basalt Ln,Houston,TX,77077,29.764452,-95.64043,$459000,3bd,3ba,2545 sqft
1732 Bolsover St,Houston,TX,77005,29.722275,-95.402565,$995000,3bd,3ba,2297 sqft
1414 Rosedale St,Houston,TX,77004,29.727863,-95.38236,$445000,4bd,2ba,2687 sqft
5411 Floyd St #3,Houston,TX,77007,29.767845,-95.41689,$430000,3bd,2ba,2185 sqft
15627 Clarks Fork Ct,Houston,TX,77086,29.932964,-95.517235,$211900,3bd,1ba,1989 sqft
5929 Kansas St,Houston,TX,77007,29.78167,-95.4302,$399000,4bd,3ba,1860 sqft
16015 Birch Vale Dr,Houston,TX,77084,29.836294,-95.641914,$195000,3bd,3ba,1008 sqft
13118 Cutler Ridge Ln,Houston,TX,77044,29.853453,-95.19678,$165900,4bd,4ba,2935 sqft
406 E 35th St,Houston,TX,77018,29.81782,-95.39436,$180000,4bd,2ba,2879 sqft
7718 High Star Dr,Houston,TX,77036,29.712687,-95.52264,$319900,4bd,2ba,3380 sqft
Plan 4043 in Lakewood Pines Estates,Houston,TX,77044,29.943186,-95.17477,$305995+,4bd,3ba,4043 sqft
Fallbrook Plan in Provence Memorial,Houston,TX,77043,29.802647,-95.56998,$279990+,2bd,3ba,1501 sqft
The Douglass Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$251990+,4bd,4ba,3234 sqft
2634 Castledale Dr,Houston,TX,77093,29.88545,-95.34451,$49900,3bd,2ba,1008 sqft
12636 Newbrook Dr,Houston,TX,77072,29.68516,-95.603004,$120000,3bd,2ba,1264 sqft
18511 Egret Bay Blvd #503,Houston,TX,77058,29.541008,-95.10075,$95500,2bd,2ba,864 sqft
13011 Kenrick Knl,Houston,TX,77044,29.863293,-95.20922,$213250,3bd,2ba,1869 sqft
The Anthony Plan in Silverglen North,Houston,TX,77014,29.97525,-95.464714,$252990+,4bd,3ba,3436 sqft
11122 Sageburrow Dr,Houston,TX,77089,29.587446,-95.228745,$154990,4bd,2ba,2191 sqft
13306 Terania Cliff Trce,Houston,TX,77059,29.612871,-95.13203,$369714,3bd,2ba,2214 sqft
9105 Braeburn Valley Dr,Houston,TX,77074,29.680716,-95.517975,$75000,2bd,2ba,1069 sqft
5203 Fieldwood Dr,Houston,TX,77056,29.752186,-95.46755,$2395000,5bd,8ba,7534 sqft
Twilight Plan in Knoll Park : Skyline Collection,Houston,TX,77080,29.8044,-95.5102,$327990+,2bd,3ba,2211 sqft
5702 Lyndhurst Dr,Houston,TX,77033,29.667288,-95.33691,$85000,3bd,1ba,1218 sqft
Pinehurst Plan in Provence Memorial,Houston,TX,77043,29.802647,-95.56998,$298990+,3bd,3ba,1831 sqft
Birmingham Plan in Somerset Green,Houston,TX,77055,29.78444,-95.440506,$524995+,3bd,3ba,2002 sqft
15514 Baybrook Dr,Houston,TX,77062,29.572628,-95.12825,$190000,4bd,2ba,2313 sqft
705 Main St #513,Houston,TX,77002,29.758713,-95.36287,$335000,2bd,2ba,1411 sqft
10110 Forum West Dr #432,Houston,TX,77036,29.668402,-95.555786,$49500,2bd,2ba,1054 sqft
14037 Plan in Fountain Park,Houston,TX,77008,29.810022,-95.41637,$669000+,3bd,3ba,2915 sqft
Geneva Plan in Stillwater on Lake Houston  80 Homesites,Houston,TX,77044,29.938019,-95.17558,$459990+,4bd,4ba,4153 sqft
Plan 1930 in Hollister Commons,Houston,TX,77080,29.80697,-95.50657,$298995+,3bd,3ba,1930 sqft
12240 Bob White Dr #122,Houston,TX,77035,29.645144,-95.50056,$39950,1bd,1ba,784 sqft
19710 Mission Mill Ln,Houston,TX,77084,29.79969,-95.717445,$155000,4bd,2ba,1921 sqft
5715 S Magazine Cir,Houston,TX,77084,29.858744,-95.62854,$137900,3bd,2ba,1877 sqft
Altessa Plan in Stillwater on Lake Houston  80 Homesites,Houston,TX,77044,29.938019,-95.17558,$424990+,4bd,3ba,3265 sqft
5116 Del Sur St,Houston,TX,77018,29.839977,-95.405235,$249000,5bd,3ba,2080 sqft
Torino Plan in Stillwater on Lake Houston  80 Homesites,Houston,TX,77044,29.938019,-95.17558,$456990+,4bd,4ba,3600 sqft
Plan F765 in The Reserve at Clear Lake 70?,Houston,TX,77059,29.6104,-95.124535,$566900+,4bd,4ba,3808 sqft
Wayside Plan in Provence Memorial,Houston,TX,77043,29.802647,-95.56998,$289990+,3bd,3ba,1740 sqft
Plan F721 in The Reserve at Clear Lake 70?,Houston,TX,77059,29.6104,-95.124535,$551900+,4bd,4ba,3646 sqft
Conroe Plan in Provence Memorial,Houston,TX,77043,29.802647,-95.56998,$306990+,3bd,3ba,1951 sqft
13739 Repa Ln,Houston,TX,77014,29.978067,-95.47534,$146900,3bd,2ba,1500 sqft
Plan F540 in The Reserve at Clear Lake 50?,Houston,TX,77059,29.612803,-95.13205,$334900+,3bd,2ba,1999 sqft
8806 Apple Mill Dr,Houston,TX,77095,29.909033,-95.647606,$259000,4bd,3ba,2769 sqft
Summit Plan in Knoll Park : Skyline Collection,Houston,TX,77080,29.8044,-95.5102,$316990+,2bd,3ba,1829 sqft
14214 Plan in Fountain Park,Houston,TX,77008,29.810022,-95.41637,$629700+,3bd,3ba,2909 sqft
16335 Deer Lick Dr,Houston,TX,77090,30.003988,-95.4385,$159500,3bd,2ba,1487 sqft
781 Country Place Dr #2084,Houston,TX,77079,29.772161,-95.601715,$115000,2bd,3ba,1490 sqft
12307 Ryewater Dr,Houston,TX,77089,29.587168,-95.192444,$150000,3bd,2ba,1015 sqft
13427 Summer Villa Ln,Houston,TX,77044,29.922272,-95.17398,$294900,4bd,3ba,2675 sqft
9006 Hilda St,Houston,TX,77033,29.66198,-95.34792,$88000,5bd,2ba,2043 sqft
Plan F518 in The Reserve at Clear Lake 55?,Houston,TX,77059,29.60879,-95.12833,$429900+,4bd,3ba,2711 sqft
1900 Bay Area Blvd #B-114,Houston,TX,77058,29.565327,-95.11198,$115000,2bd,3ba,1226 sqft
12415 Sterlingstone Dr,Houston,TX,77066,29.965942,-95.495026,$165000,4bd,3ba,2048 sqft
4900 Floyd St #2,Houston,TX,77007,29.768436,-95.410965,$230000,2bd,2ba,936 sqft
5801 Lumberdale Rd #135,Houston,TX,77092,29.850945,-95.485794,$119900,3bd,3ba,1890 sqft
Plan PB57 in Villas at The Reserve 50?,Houston,TX,77059,29.611864,-95.13258,$390900+,3bd,4ba,2521 sqft
Aiden Plan in Ashley Pointe - 70' Homesites,Houston,TX,77089,29.56652,-95.21571,$332490+,3bd,3ba,2711 sqft
10422 Hollyglen Dr,Houston,TX,77016,29.863462,-95.30297,$120000,3bd,2ba,1552 sqft
4234 Willow Beach Dr,Houston,TX,77072,29.7128,-95.5783,$155000,3bd,2ba,1544 sqft
Pinnacle Plan in Knoll Park : Skyline Collection,Houston,TX,77080,29.8044,-95.5102,$349990+,2bd,3ba,2399 sqft
11015 Sagevalley Dr,Houston,TX,77089,29.593216,-95.224884,$184900,4bd,2ba,2121 sqft
Plan F713 in The Reserve at Clear Lake 70?,Houston,TX,77059,29.6104,-95.124535,$568900+,4bd,4ba,3636 sqft
2609 Fountain Key Blvd,Houston,TX,77008,29.809988,-95.41672,$629700,3bd,3ba,2909 sqft
20906 Harvest Hill Ln,Houston,TX,77073,30.01191,-95.38498,$205000,5bd,4ba,2960 sqft
3403 Dover Valley Dr,Houston,TX,77059,29.611864,-95.13258,$487932,3bd,4ba,3043 sqft
505 Westcott St #202,Houston,TX,77007,29.766994,-95.422104,$120000,1bd,1ba,703 sqft
5317 Lampasas St,Houston,TX,77056,29.73344,-95.46928,$1225000,4bd,4ba,4541 sqft
2535 Marilee Ln #1,Houston,TX,77057,29.73948,-95.49785,$107000,2bd,2ba,1094 sqft
Plan PB50 in Villas at The Reserve 50?,Houston,TX,77059,29.611864,-95.13258,$363900+,2bd,2ba,2267 sqft
15814 Cade Ct,Houston,TX,77095,29.909853,-95.64561,$275000,4bd,3ba,2892 sqft
7627 Teal Run Dr,Houston,TX,77071,29.652765,-95.51208,$215000,3bd,2ba,2220 sqft
18809 Egret Bay Blvd #213,Houston,TX,77058,29.536755,-95.096115,$128000,2bd,2ba,1040 sqft
14211 Sequoia Bend Blvd,Houston,TX,77032,29.92532,-95.315,$132500,3bd,2ba,1192 sqft
4643 Wild Indigo St #398,Houston,TX,77027,29.728125,-95.45338,$148000,2bd,2ba,1131 sqft
17417 Red Oak Dr #121,Houston,TX,77090,30.024328,-95.449905,$78800,1bd,1ba,830 sqft
13213 Chrisman Rd,Houston,TX,77039,29.904736,-95.36389,$74900,3bd,2ba,1418 sqft
18800 Egret Bay Blvd #103,Houston,TX,77058,29.535872,-95.09848,$130000,2bd,2ba,976 sqft
3403 Shadymist Dr,Houston,TX,77082,29.725214,-95.60087,$299000,4bd,4ba,3442 sqft
4911 Climbing Ivy Cir,Houston,TX,77084,29.84396,-95.696205,$249900,5bd,3ba,3068 sqft
6517 Letcher St,Houston,TX,77028,29.822512,-95.28351,$139000,3bd,2ba,1487 sqft
10758 Boardwalk St,Houston,TX,77042,29.74691,-95.56735,$230000,2bd,3ba,2568 sqft
13218 High Star Dr,Houston,TX,77083,29.71082,-95.61579,$216000,4bd,3ba,2118 sqft
7655 S Braeswood Blvd #53,Houston,TX,77071,29.674913,-95.510414,$160000,3bd,2ba,1928 sqft
1802 Silverpines Rd,Houston,TX,77062,29.565775,-95.11487,$229000,4bd,3ba,1927 sqft
11219 Sageview Dr,Houston,TX,77089,29.59303,-95.219666,$180000,4bd,2ba,1801 sqft
15726 Rolling Timbers Dr,Houston,TX,77084,29.849382,-95.6333,$166500,3bd,2ba,1880 sqft
14219 Torrey Vista Dr,Houston,TX,77014,29.982702,-95.4862,$235000,5bd,4ba,3492 sqft
13835 Greenwood Ln S,Houston,TX,77044,29.92259,-95.183754,$484900,4bd,4ba,4472 sqft
12134 Ella Lee Ln,Houston,TX,77077,29.738949,-95.5959,$305000,4bd,2ba,2041 sqft
6357 Cattails Ln,Houston,TX,77035,29.64641,-95.501976,$80000,2bd,2ba,1194 sqft
16243 Knollridge Ct,Houston,TX,77053,29.59077,-95.48167,$115000,3bd,1ba,1275 sqft
1311 W 24th St #B,Houston,TX,77008,29.807842,-95.42276,$435000,3bd,4ba,2119 sqft
10330 Emerald Pine Dr,Houston,TX,77070,29.945034,-95.57646,$194900,3bd,3ba,1967 sqft
418 Pinewold Dr,Houston,TX,77056,29.764217,-95.46534,$1350000,4bd,5ba,7356 sqft
10715 Sela Ln,Houston,TX,77072,29.695343,-95.568115,$159900,3bd,2ba,1540 sqft
3932 S Macgregor Way #W,Houston,TX,77021,29.707565,-95.354294,$795000,6bd,4ba,3032 sqft
19919 Creek Bend Trl,Houston,TX,77084,29.810524,-95.71948,$297900,7bd,1ba,4109 sqft
2310 Detering St #A,Houston,TX,77007,29.780312,-95.41576,$175000,1bd,3ba,572 sqft
9850 Pagewood Ln #112,Houston,TX,77042,29.72621,-95.54434,$165000,2bd,3ba,1520 sqft
6347 Del Monte Dr #91,Houston,TX,77057,29.745604,-95.49615,$275000,3bd,3ba,1890 sqft
306 Roy St,Houston,TX,77007,29.76547,-95.41224,$569900,3bd,2ba,2461 sqft
3818 Drake St,Houston,TX,77005,29.724863,-95.43898,$785000,2bd,2ba,1806 sqft
6230 Nuben St,Houston,TX,77091,29.855602,-95.451904,$39900,3bd,3ba,1668 sqft
14307 Overbrook Ln,Houston,TX,77077,29.738718,-95.641075,$189900,2bd,2ba,1577 sqft
1112 Bering Dr #47,Houston,TX,77057,29.75383,-95.480736,$234500,1bd,1ba,840 sqft
1511 Crockett St,Houston,TX,77007,29.773487,-95.37311,$315000,3bd,3ba,1672 sqft
3703 Tanglewilde St #3703,Houston,TX,77063,29.724487,-95.53421,$124990,3bd,1ba,1294 sqft
1129 W 22nd St,Houston,TX,77008,29.806015,-95.41966,$395000,2bd,2ba,1615 sqft
1506 W 23rd St #B,Houston,TX,77008,29.806408,-95.42643,$309900,2bd,4ba,640 sqft
1307 Boulder St,Houston,TX,77012,29.713583,-95.27102,$99900,3bd,1ba,1200 sqft
7711 Avenue L,Houston,TX,77012,29.738832,-95.284485,$235000,4bd,2ba,2806 sqft
127 Roy St,Houston,TX,77007,29.764608,-95.412605,$549900,1bd,4ba,837 sqft
2333 Bering Dr #111,Houston,TX,77057,29.743784,-95.47842,$139900,3bd,6ba,1198 sqft
